start_hours,start_minutes,start_seconds,end_hours,end_minutes,end_seconds,text
0,0,0,0,0,4,WWW.MY-SUBS.CO
0,1,28,0,1,39,"<font color=""#ec14bd"">Sync & corrections by honeybunny
www.MY-SUBS.com</font>"
0,2,10,0,2,13,Ser Ryam was a strong Lord Commander
0,2,13,0,2,15,of the Kingsguard.
0,2,16,0,2,18,But he was ill for some time.
0,2,18,0,2,20,"He passed in peace, I hope."
0,2,20,0,2,21,"Yes, Your Grace."
0,2,21,0,2,22,He was found to have passed
0,2,22,0,2,24,gently in his sleep.
0,2,24,0,2,27,"His remains are being prepared
by the Silent Sisters."
0,2,27,0,2,31,"The succeeding Lord Commander,
Ser Harrold,"
0,2,31,0,2,35,"would like to make haste in finding
Ser Ryam's replacement on the Kingsguard."
0,2,35,0,2,37,Your Grace. My lords.
0,2,38,0,2,41,"The Kingsguard must soon be restored
to its full complement of seven."
0,2,42,0,2,43,"With the help of the Hand,"
0,2,43,0,2,46,"I've invited a number of
fine candidates to court."
0,2,46,0,2,48,All have passed fair trials.
0,2,52,0,2,54,Four ships have now been lost.
0,2,54,0,2,56,The last one was flying my banner.
0,2,57,0,2,59,"The Stepstones have now
grown into a conflagration,"
0,2,59,0,3,1,"yet you sit here
and dither about court business."
0,3,1,0,3,3,"If you've something
to discuss, Lord Corlys--"
0,3,4,0,3,5,I want to know what is to be done
0,3,5,0,3,7,about my ships and my men.
0,3,7,0,3,9,The Crown will compensate you
0,3,9,0,3,11,"for your ship and crew,
and make an offering"
0,3,11,0,3,14,"- to the men's families.
- I don't want compensation."
0,3,16,0,3,19,I want to seize the Stepstones by force
0,3,19,0,3,20,and burn out this Crabfeeder.
0,3,20,0,3,23,"I am not prepared to start
a war with the Free Cities."
0,3,23,0,3,26,These pirates are not the Free Cities.
0,3,26,0,3,29,"Who do you think provides them
with their ships and tender?"
0,3,30,0,3,31,"In all of its history, my lord,"
0,3,32,0,3,33,the Seven Kingdoms have never entered
0,3,33,0,3,35,open war with the Free Cities.
0,3,35,0,3,37,"Were that to happen,"
0,3,37,0,3,40,the losses would be incalculable.
0,3,44,0,3,47,"What reason does
the Crabfeeder have to fear us?"
0,3,49,0,3,52,"The King's own brother has been allowed
to seize Dragonstone"
0,3,52,0,3,55,"and fortify it with an army
of his gold cloaks."
0,3,55,0,3,58,"Daemon has squatted there
for over half a year"
0,3,58,0,4,0,without even a protest from The Crown.
0,4,0,0,4,3,"I'll caution you, Lord Corlys,"
0,4,3,0,4,6,"a seat at the King's table
does not make you his equal."
0,4,10,0,4,11,"I have acted, Corlys."
0,4,12,0,4,15,I've sent envoys to Pentos and Volantis
0,4,15,0,4,17,to see if we might find common cause.
0,4,18,0,4,21,Ships and men are at the ready.
0,4,21,0,4,25,The Stepstones will be settled in time.
0,4,25,0,4,28,"You have dragonriders, father."
0,4,34,0,4,35,Send us.
0,4,40,0,4,43,"It isn't that simple, Rhaenyra."
0,4,43,0,4,45,It would be a show of force.
0,4,46,0,4,48,At least the Princess has a plan.
0,4,51,0,4,54,"- I only meant that we should at least--
- Perhaps,"
0,4,54,0,4,58,"there's some better use
for the Princess's talents, Your Grace."
0,5,1,0,5,3,"Why don't you take the Princess
to see about the new"
0,5,3,0,5,5,"Kingsguard posting, Lord Commander?"
0,5,7,0,5,8,"A fine idea, Your Grace."
0,5,10,0,5,13,This knight will protect you as well.
0,5,13,0,5,15,You should choose.
0,5,35,0,5,37,"Ser Desmond Caron,"
0,5,37,0,5,40,"a fine knight, Princess."
0,5,40,0,5,42,"Step forward, Ser Desmond."
0,5,44,0,5,46,"Son of Ser Royce Caron,"
0,5,46,0,5,48,Ser Desmond has proved strong and steady
0,5,48,0,5,51,in both the tourney lists and without.
0,5,51,0,5,54,"While traveling through the Kingswood
on his way to King's Landing,"
0,5,54,0,5,57,"Ser Desmond recently brought
a would-be poacher"
0,5,57,0,5,58,to justice.
0,6,9,0,6,13,"You might thank him
for his leal service, Princess."
0,6,13,0,6,16,"We thank you for your loyal
service to The Crown, ser."
0,6,28,0,6,30,Ser Rymun Mallister.
0,6,32,0,6,35,Son of Lord Lymond Mallister of Seagard.
0,6,35,0,6,37,Winner of the melee at Cider Hall.
0,6,37,0,6,40,"He was the last mounted
of three-and-twenty knights."
0,6,40,0,6,42,Ser Rymun was knighted at eight-and-ten.
0,6,42,0,6,45,"Do any of these knights
have combat experience?"
0,6,46,0,6,48,Beyond capturing poachers.
0,6,56,0,6,58,Ser Criston Cole.
0,7,4,0,7,7,"Son of the steward
of the Lord of Blackhaven."
0,7,9,0,7,11,"Be welcome, Ser Criston."
0,7,13,0,7,15,You saw combat in the Stormlands.
0,7,15,0,7,18,"Dornish marches, Princess."
0,7,18,0,7,21,"I fought for a year as a foot soldier
against the Dornish incursions."
0,7,22,0,7,24,"Ser Arlan Dondarrion
knighted me after we razed"
0,7,24,0,7,26,two of the watchtowers along the Boneway.
0,7,32,0,7,33,I choose Ser Criston Cole.
0,7,34,0,7,37,"Let's not be too hasty, Princess."
0,7,38,0,7,41,"There's no doubt Ser Criston
is a fine warrior,"
0,7,41,0,7,44,but houses such as Crakehall and Mallister
0,7,44,0,7,46,are important allies of The Crown.
0,7,47,0,7,49,"Seagard, for instance,
is the realm's prime defense"
0,7,49,0,7,51,against reavers from the Iron Islands.
0,7,51,0,7,53,Those men are tourney knights.
0,7,53,0,7,55,"My father should be defended by a man
who's known real combat."
0,7,58,0,7,59,Should he not?
0,8,2,0,8,4,"Of course, Princess."
0,8,4,0,8,6,"Well, let us plan Ser Criston's
investiture then."
0,8,15,0,8,18,"The Valyrian capital
was built into a volcano,"
0,8,18,0,8,19,much like Dragonstone.
0,8,20,0,8,23,"And the dragonlords,
the highest of the nobility,"
0,8,23,0,8,26,"lived here, at the volcanic face,"
0,8,26,0,8,30,"closest to the source
of their magic and power."
0,8,30,0,8,31,And this was the Anogrion.
0,8,34,0,8,36,Where the bloodmages worked their craft.
0,8,38,0,8,41,It is truly wondrous what you've built.
0,8,41,0,8,42,Oh no.
0,8,43,0,8,47,"I only pore over the histories
and provide the plans."
0,8,47,0,8,49,The stonemasons built the structures.
0,8,49,0,8,52,"Do you believe that Westeros
can be another Valyria, Your Grace?"
0,8,52,0,8,55,"That depends,
whether you speak of the Freehold"
0,8,55,0,8,57,at its height or at its fall.
0,8,58,0,9,0,"Over a thousand dragons,"
0,9,0,0,9,3,"a navy large enough to span
the seas of the world."
0,9,6,0,9,9,"The glory of Old Valyria
will never be seen again."
0,9,10,0,9,12,Seven Hells.
0,9,28,0,9,29,"Tell me, how is Rhaenyra?"
0,9,30,0,9,32,"- What do you mean?
- Well, these days,"
0,9,32,0,9,34,"she doesn't say more
than a few words to me."
0,9,35,0,9,37,I think she might find it difficult
0,9,38,0,9,40,to discuss personal matters.
0,9,42,0,9,43,It will take time.
0,9,45,0,9,47,It did when I lost mine own mother.
0,9,53,0,9,55,I wish she would approach me.
0,9,57,0,9,58,What if you went to her?
0,9,59,0,10,1,There are times when I would rather face
0,10,1,0,10,4,"the Black Dread himself
than mine own daughter of 15."
0,10,7,0,10,10,"I think she would open
herself to you if invited."
0,10,11,0,10,15,"You do have such an easy way about you,
Your Grace."
0,10,19,0,10,22,"You do not mention our talks to Rhaenyra,
do you?"
0,10,24,0,10,25,"I just,"
0,10,27,0,10,29,I fear that she wouldn't understand them.
0,10,30,0,10,31,"No, Your Grace."
0,10,45,0,10,48,"It's only been half a year
since my mother died,"
0,10,48,0,10,50,"and already they tried
to marry my father off"
0,10,50,0,10,52,and replace me as heir.
0,10,52,0,10,54,I know those men and how they plot
0,10,54,0,10,57,"in their secret councils
when I've been sent away."
0,10,57,0,11,1,"You cannot worry at the matters
of lords and kings, Rhaenyra."
0,11,3,0,11,5,What if your father were to remarry?
0,11,14,0,11,16,Your father loves you.
0,11,22,0,11,24,He chose you for his heir.
0,11,25,0,11,27,He didn't choose me. He spurns Daemon.
0,11,45,0,11,47,Kneel with me.
0,12,4,0,12,6,I find this is a way to be with my mother.
0,12,8,0,12,10,"Here in the quiet of the Sept,"
0,12,11,0,12,13,I feel close to her.
0,12,18,0,12,22,"- I know it sounds foolish.
- I don't think it's foolish."
0,12,23,0,12,25,"- I don't.
- Good."
0,12,29,0,12,31,Because I thought you might try.
0,12,34,0,12,37,"If not for me, then, perhaps for them."
0,13,3,0,13,5,What do I say?
0,13,6,0,13,7,Whatever you wish.
0,13,9,0,13,11,It's only for you and the gods to know.
0,13,46,0,13,49,"I want him to see me as
more than his little girl."
