start_hours,start_minutes,start_seconds,end_hours,end_minutes,end_seconds,text
0,0,0,0,0,4,WWW.MY-SUBS.CO
0,0,7,0,0,9,(epic theme playing)
0,0,9,0,0,11,♪ ♪
0,1,10,0,1,14,♪ ♪
0,1,31,0,1,41,"<font color=""#ec14bd"">Sync & corrections by honeybunny
www.MY-SUBS.com</font>"
0,1,46,0,1,48,(heavy breathing)
0,1,51,0,1,53,(groaning)
0,2,0,0,2,1,"Older Midwife:
Keep breathing."
0,2,1,0,2,3,(rapid breathing)
0,2,7,0,2,8,And push.
0,2,11,0,2,12,(groaning)
0,2,16,0,2,19,And again.
0,2,19,0,2,21,I c-- I can't.
0,2,22,0,2,25,"- Push!
- (groaning)"
0,2,27,0,2,29,"- Younger Midwife: The head!
- (moaning)"
0,2,33,0,2,34,(groaning)
0,2,38,0,2,41,(younger midwife chuckles)
0,2,42,0,2,43,"A boy, Princess."
0,2,43,0,2,46,"Younger Midwife:
Praise the Mother!"
0,2,46,0,2,47,"- (baby crying)
- (chuckling)"
0,2,56,0,2,57,Ahh.
0,2,58,0,3,0,Healthy?
0,3,0,0,3,2,"Kicking like a goat, Princess."
0,3,2,0,3,4,(heavy breathing)
0,3,9,0,3,11,(door opens)
0,3,11,0,3,13,(chuckling)
0,3,17,0,3,19,Elinda: Princess...
0,3,19,0,3,22,"the Queen has requested that
the child be brought to her..."
0,3,22,0,3,23,immediately.
0,3,27,0,3,30,Why?
0,3,37,0,3,39,(groans)
0,3,39,0,3,40,I'll take him myself.
0,3,40,0,3,41,"You should remain abed, Princess--"
0,3,41,0,3,42,"Yes, I should!
Help me dress."
0,3,46,0,3,48,(heavy breathing)
0,3,53,0,3,54,Ooh...
0,3,58,0,4,0,Mmm...
0,4,0,0,4,2,Princess...
0,4,4,0,4,5,your dress?
0,4,13,0,4,14,(baby crying)
0,4,19,0,4,21,(Rhaenyra shushing)
0,4,29,0,4,32,(baby crying)
0,4,33,0,4,35,(shushing)
0,4,38,0,4,40,"- Mm, mm, mm, mm, mm.
- Younger Midwife: Princess?"
0,4,40,0,4,42,"- Oh, it's coming.
- The afterbirth!"
0,4,42,0,4,44,(groaning)
0,4,50,0,4,53,(yells)
0,4,53,0,4,54,A boy. I've just heard.
0,4,54,0,4,57,"- Yes.
- Well done."
0,4,58,0,5,1,"- Where are you going?
- She wants to see him."
0,5,1,0,5,2,Now?
0,5,4,0,5,5,I'm coming with you.
