start_hours,start_minutes,start_seconds,end_hours,end_minutes,end_seconds,text
0,0,0,0,0,4,WWW.MY-SUBS.CO
0,0,0,0,0,6,"- Synced and corrected by<font color=""#00BFFF""> Firefly</font> -
- <font color=""#00ffff"">www.MY-SUBS.com</font> -"
0,0,7,0,0,9,(epic theme playing)
0,0,9,0,0,10,♪ ♪
0,1,3,0,1,4,♪ ♪
0,1,45,0,1,48,"Beric Dondarrion:
... the wall Blackhaven"
0,1,48,0,1,51,are unscalable vassalstone.
0,1,52,0,1,58,"And the castle is surrounded
by a deep, dry moat."
0,1,58,0,2,3,"It is well fortified against
any future Dornish incursions."
0,2,3,0,2,4,(chuckles)
0,2,4,0,2,8,"And though my seat
may be lesser in size,"
0,2,8,0,2,11,it is situated most pleasingly.
0,2,14,0,2,16,(clears throat)
0,2,16,0,2,17,(groans)
0,2,20,0,2,22,(pouring wine)
0,2,24,0,2,26,(light music playing)
0,2,31,0,2,35,(thunder rumbling)
0,2,36,0,2,40,"The view across
the Marches is inspiring,"
0,2,40,0,2,42,so said Queen Alysanne herself
0,2,42,0,2,44,when she honored my father and I...
0,2,44,0,2,47,"And tell me, Lord Dondarrion,"
0,2,47,0,2,49,"did you think my great-grandmother
as beautiful as they say?"
0,2,51,0,2,56,"This was half a century ago, Princess."
0,2,56,0,2,58,"Yes, it was."
0,2,58,0,3,0,(crowd laughing)
0,3,0,0,3,2,"That was unseemly, Princess."
0,3,2,0,3,5,The man is older than my father.
0,3,5,0,3,7,"It's unseemly for him
to put himself forward"
0,3,7,0,3,10,as a contender for my hand.
0,3,11,0,3,12,Next!
0,3,16,0,3,19,"(thunder rumbling, wind gusting)"
0,3,23,0,3,26,And now a child.
0,3,26,0,3,28,"Boremund Baratheon: The Blackwoods
are an ancient house"
0,3,28,0,3,30,with a formidable army.
0,3,30,0,3,34,"In the Riverlands,
they once ruled as kings."
0,3,34,0,3,38,"The blood of the First Men
still flows in their veins."
0,3,40,0,3,43,Go on.
0,3,43,0,3,45,My Princess...
0,3,45,0,3,47,"ours is a bond that has long endured,"
0,3,47,0,3,50,"since Lucas Blackwood,
the grandsire of my grandsire,"
0,3,50,0,3,52,"aided the Dragon
in his war of conquest..."
0,3,52,0,3,56,"Aye, the Blackwoods truly
turned the tide on that one."
0,3,56,0,3,58,(crowd laughing)
0,3,58,0,4,0,"Coursed with the blood of the First Men,"
0,4,0,0,4,3,"our history is deeply
rooted in this land,"
0,4,3,0,4,6,which your house has made its home.
0,4,6,0,4,8,"If chosen as your match, Princess..."
0,4,8,0,4,10,your days shall be easy
0,4,10,0,4,14,and nights safe under my protection.
0,4,14,0,4,17,"""Protection""? The Princess
has a dragon, you dumb cunt."
0,4,17,0,4,19,(crowd laughing)
0,4,19,0,4,21,Bracken!
0,4,21,0,4,22,I could learn to like that one.
0,4,23,0,4,26,"Ugh, let us have the next"
0,4,26,0,4,28,so we may go to supper.
0,4,29,0,4,32,"- Craven.
- Crowd: Ooh!"
0,4,33,0,4,36,We're leaving.
0,4,37,0,4,40,"- Sheathe that steel, you twats!
- (grunting)"
0,4,40,0,4,43,"Send word to the harbor and
have Captain Oswin ready the ship."
0,4,43,0,4,44,"Princess, we're due in Bitterbridge
in three days' time."
0,4,44,0,4,46,"I would happily row myself
back to King's Landing"
0,4,46,0,4,48,"if it brought an end
to this ridiculous pageant."
0,4,48,0,4,51,"- (Bracken grunts)
- (crowd gasps)"
0,4,54,0,4,55,"Don't look, Princess."
0,4,59,0,5,1,♪ ♪
0,5,17,0,5,20,"We should make landfall
inside the hour, Princess."
0,5,23,0,5,25,How do you think he will take it?
0,5,25,0,5,27,"Do you speak of how you
rejected every suitor"
0,5,27,0,5,29,"His Grace put before you, or
how you abruptly ended the tour"
0,5,29,0,5,31,with two months remaining?
0,5,34,0,5,36,(dragon shrieking)
0,5,43,0,5,45,(rumbling)
0,5,47,0,5,49,(shouts) Take cover!
0,5,49,0,5,50,(shrieks)
0,5,50,0,5,53,(dramatic music playing)
0,5,53,0,5,54,Princess!
0,5,55,0,5,58,You all right? Are you?
0,5,58,0,6,0,"- Fetch the maester!
- I'm fine."
0,6,4,0,6,5,(roars)
0,6,6,0,6,8,♪ ♪
0,6,19,0,6,22,(tense music playing)
0,6,30,0,6,32,(indistinct chatter)
0,6,52,0,6,54,Woman: (whispers) It's Daemon.
0,7,3,0,7,5,♪ ♪
0,7,5,0,7,8,(footsteps approach)
0,7,12,0,7,14,(door opens)
0,7,16,0,7,18,♪ ♪
0,7,46,0,7,47,(swords unsheathing)
0,7,58,0,8,0,"- Add it to the chair.
- (clatters)"
0,8,2,0,8,4,(crowd murmuring)
0,8,16,0,8,18,You wear a crown.
0,8,19,0,8,20,"Do you also call yourself ""King""?"
0,8,21,0,8,23,"Once we smashed the Triarchy,"
0,8,23,0,8,26,"they named me ""King of the Narrow Sea""."
0,8,26,0,8,28,(crowd murmuring)
0,8,30,0,8,34,"But I know that there is only
one true king, Your Grace."
0,8,37,0,8,41,♪ ♪
0,8,43,0,8,47,"My crown and the Stepstones...
are yours."
0,8,51,0,8,53,"Well, where is Lord Corlys?"
0,8,53,0,8,55,He sailed home to Driftmark.
0,8,55,0,8,58,"- Who holds the Stepstones?
- Daemon: The tides..."
0,8,58,0,9,4,"the crabs, and 2,000
dead Triarchy corsairs,"
0,9,4,0,9,7,"staked to the sand to warn
those who might follow."
0,9,9,0,9,11,♪ ♪
0,9,44,0,9,46,Rise.
0,9,52,0,9,53,♪ ♪
0,9,56,0,9,58,(crowd applauds)
0,10,0,0,10,3,(victorious music playing)
0,10,9,0,10,12,"The realm owes you
a great debt, brother."
0,10,15,0,10,16,Come.
0,10,22,0,10,24,This is our chance...
0,10,24,0,10,27,"Daemon, he would venture off, abroad,"
0,10,27,0,10,30,winning tournaments...
0,10,32,0,10,33,"No, no, no, no, no, no, no, no."
