start_hours,start_minutes,start_seconds,end_hours,end_minutes,end_seconds,text
0,0,0,0,0,4,WWW.MY-SUBS.CO
0,1,31,0,1,41,"<font color=""#ec14bd"">Sync & corrections by honeybunny
www.MY-SUBS.com</font>"
0,3,11,0,3,12,You're sure?
0,3,16,0,3,18,"With his own eyes, Your Grace."
0,3,26,0,3,28,Uh...
0,3,30,0,3,32,"Stay here.
Tell, tell no one."
0,3,33,0,3,36,Help me dress.
0,3,50,0,3,52,Who knows?
0,3,55,0,3,57,"My handmaiden, Talya."
0,3,58,0,4,1,Some of the servants.
0,4,5,0,4,7,I saw him last night...
0,4,8,0,4,11,before he--
0,4,14,0,4,16,"He told me he wished
for Aegon to be king."
0,4,25,0,4,27,It is the truth.
0,4,28,0,4,30,Uttered with his own lips.
0,4,30,0,4,34,"His last words to me and I
was the only one to hear it."
0,4,35,0,4,36,And now he's dead.
0,5,6,0,5,9,"What is it that could
not have waited an hour?"
0,5,10,0,5,11,Was Dorne invaded?
0,5,15,0,5,16,The King is dead.
0,5,26,0,5,29,We grieve for Viserys the Peaceful...
0,5,30,0,5,32,our sovereign...
0,5,34,0,5,35,our friend.
0,5,39,0,5,41,But he has left us a gift.
0,5,45,0,5,49,"With his last breath, he impressed
upon the Queen his final wish:"
0,5,49,0,5,52,"that his son, Aegon..."
0,5,52,0,5,56,"should succeed him
as Lord of the Seven Kingdoms."
0,6,5,0,6,8,"Then we may proceed now
with the full assurance"
0,6,8,0,6,11,of his blessing on our long-laid plans.
0,6,11,0,6,13,"Yes.
There is much to be done,"
0,6,13,0,6,14,as we've previously discussed.
0,6,14,0,6,16,"Now, there are two among the captains"
0,6,16,0,6,19,"of the City Watch that
remain loyal to Daemon."
0,6,19,0,6,22,"Let us replace them.
Lord Lannister."
0,6,22,0,6,23,The Treasury is well in hand.
0,6,23,0,6,25,"The gold will be divided
for safekeeping."
0,6,25,0,6,26,"Let ravens be sent to our allies,"
0,6,26,0,6,29,Riverrun and Highgarden.
0,6,29,0,6,30,"Am I to understand that
members of the small council"
0,6,30,0,6,34,"have been planning secretly
to install my son without me?"
0,6,34,0,6,38,"My Queen, there was no need to
sully you with darkling schemes."
0,6,38,0,6,40,I will not have this.
0,6,40,0,6,42,To hear that you are plotting
0,6,42,0,6,45,to replace the King's chosen heir
0,6,45,0,6,46,"- with an imposter!
- His firstborn son"
0,6,46,0,6,49,"- is hardly an imposter.
- Hundreds of lords"
0,6,49,0,6,52,"and landed knights
swore fealty to the Princess."
0,6,52,0,6,54,"That was some 20 years ago.
Most of them now dead."
0,6,54,0,6,55,You heard the Lord Hand.
0,6,55,0,6,58,"Plot or no, the King changed his mind."
0,6,58,0,7,1,I am six-and-seventy years old.
0,7,1,0,7,6,"I have known Viserys longer
than any who sit at this table."
0,7,6,0,7,7,"And I will not believe
that he said this"
0,7,7,0,7,13,"on his deathbed, alone, with only
the, the boy's mother as a witness."
0,7,14,0,7,16,This is seizure!
0,7,17,0,7,19,"It is theft!
It is treason!"
0,7,19,0,7,23,"- At the least, it is--
- Mind your tongue, Lyman."
0,7,23,0,7,25,The King was well last night...
0,7,25,0,7,27,by all accounts.
0,7,28,0,7,33,"Which of you here can swear
that he died of his own accord?"
0,7,34,0,7,37,"Which of us are you accusing
of regicide, Lord Beesbury?"
0,7,37,0,7,39,"Whether it was one of you,"
0,7,39,0,7,42,"or all of you, I care not."
0,7,42,0,7,43,"- I will have no part--
- Sit down!"
0,7,43,0,7,46,"- Ahh!
- Ser Criston."
0,7,58,0,8,1,"Throw down your sword and
remove your cloak, Ser Criston."
0,8,3,0,8,6,"I am your Lord Commander, Ser Criston."
0,8,6,0,8,7,Cast down your sword.
0,8,7,0,8,11,"I will not suffer insults
to Her Grace the Queen."
0,8,11,0,8,14,"There was no insult to me, Ser Criston.
Y-- Put aside your blade."
0,8,22,0,8,25,"- Has it come to this?
- Lord Commander, enough."
0,8,29,0,8,33,"- Let us have Lord Beesbury removed.
- No."
0,8,33,0,8,37,"The door remains shut
until we finish our business."
0,8,54,0,8,55,Storm's End is of concern.
0,8,55,0,8,59,"We may not assume
the loyalty of Lord Borros."
0,8,59,0,9,1,"But he has four daughters,
all of them unmarried."
0,9,1,0,9,5,"- The right proposal--
- What of Rhaenyra?"
0,9,5,0,9,8,"The former heir cannot, of
course, be allowed to remain free"
0,9,9,0,9,12,and draw support to her claim.
0,9,12,0,9,15,"- You mean to imprison her.
- She and her family"
0,9,15,0,9,16,will be given the opportunity
0,9,16,0,9,20,"to publicly swear obeisance
to the new King."
0,9,20,0,9,22,She will never bend the knee.
0,9,22,0,9,24,"Nor will Daemon, which you know."
0,9,30,0,9,31,You plan to kill them.
0,9,36,0,9,38,And all here accede to this.
0,9,38,0,9,41,"Your father is correct, Your Grace."
0,9,41,0,9,44,"A living challenger invites
battle and bloodshed."
0,9,44,0,9,46,"It is unsavory, yes."
0,9,46,0,9,50,"But a sacrifice we must make
to secure Aegon's succession."
0,9,50,0,9,53,And then there is Daemon to consider.
0,9,53,0,9,56,"- The King wouldn't wish for any unsavory--
- But the King did not wish"
0,9,56,0,9,58,for the murder of his daughter!
0,9,58,0,10,0,"He loved her.
I will not have you deny this."
0,10,0,0,10,1,And yet--
0,10,1,0,10,3,"One more word,
and I will have you removed"
0,10,3,0,10,4,from this chamber and sent to the Wall!
0,10,15,0,10,18,"What do you suggest, Your Grace?"
0,10,21,0,10,22,Time is of the essence.
0,10,33,0,10,35,Lord Commander Westerling...
0,10,36,0,10,39,take your knights to Dragonstone.
0,10,39,0,10,40,Be quick and be clean.
0,10,55,0,10,56,I am Lord Commander of the Kingsguard.
0,11,0,0,11,3,"I recognize no authority
but the King's."
0,11,4,0,11,6,And until there is one...
0,11,9,0,11,10,I have no place here.
0,11,22,0,11,23,"It is our fate, I think,"
0,11,23,0,11,26,"to crave always what
is given to another."
0,11,26,0,11,31,"If one possesses a thing,
the other will take it away."
0,11,31,0,11,33,"Yes, Princess."
0,11,36,0,11,37,Where is Aegon?
0,11,40,0,11,42,N-Not here.
0,11,42,0,11,43,He's not in his rooms.
0,11,51,0,11,52,Father.
0,12,2,0,12,3,What's happened?
0,12,18,0,12,22,"- Your father--
- There is a beast beneath the boards."
0,12,22,0,12,24,"Oh, my dearest love."
0,12,45,0,12,47,Ser Erryk.
0,12,50,0,12,51,Where's the Prince?
0,12,51,0,12,54,"Forgive me, Lord Hand.
I do not know."
0,12,54,0,12,57,But you're sworn to protect him.
0,12,57,0,12,59,"He exploits his authority
to order me away,"
0,12,59,0,13,1,"and then he evades me, my Lord."
0,13,5,0,13,8,"I believe he may have
left the Keep secretly,"
0,13,9,0,13,10,gone into the city.
0,13,10,0,13,12,Find him.
0,13,17,0,13,19,Take no one else but your brother.
0,13,19,0,13,21,And remove your white cloaks.
0,13,21,0,13,23,"None can know who you are
or what you seek..."
0,13,24,0,13,26,including the Queen.
0,13,26,0,13,28,My Lord.
0,13,28,0,13,32,"Bring him to me, and me alone,
Ser Erryk."
0,13,50,0,13,53,What is the meaning of this?
0,14,13,0,14,15,Guard. Guard!
0,14,29,0,14,32,"Prince Aegon's not to be found
within the castle walls, Your Grace."
0,14,32,0,14,34,"Your father has sent Ser Erryk
into the city to find him."
0,14,37,0,14,40,"Ser Erryk knows Aegon.
He has the advantage."
0,14,47,0,14,50,"I trust again to you, Ser Criston,"
0,14,50,0,14,51,and to your loyalty.
0,14,52,0,14,55,"Aegon must be found,
and he must be brought to me."
0,14,55,0,14,57,"The very fate of the Seven
Kingdoms depends on it."
0,14,58,0,15,2,"Everything you feel for me...
as your Queen."
0,15,4,0,15,7,I will not fail you.
0,15,7,0,15,8,I'll come with you.
0,15,8,0,15,12,"That would not be my desire, Aemond."
0,15,12,0,15,16,"- If anything has happened--
- Cole needs me, Mother."
0,15,17,0,15,20,"Ser Erryk isn't the only one
who knows Aegon's doings."
0,15,46,0,15,48,Aegon brought me to the Street of Silk
0,15,48,0,15,49,on my thirteenth name day.
0,15,49,0,15,53,"It was his duty as my brother, he said,"
0,15,53,0,15,56,to ensure I was as educated as he was.
0,16,0,0,16,2,"At least that's what
I understood him to mean."
0,16,6,0,16,8,I don't follow.
0,16,8,0,16,9,"He said,
“Time to get it wet.”"
0,16,9,0,16,12,"Every woman is an image of the Mother,"
0,16,13,0,16,14,to be spoken of with reverence.
0,16,23,0,16,24,"Sometime last night, we..."
0,16,24,0,16,28,misplaced our drinking companion.
0,16,28,0,16,31,"Knowing that he has been, in the past,
a patron of your fine establishment,"
0,16,31,0,16,33,"we thought to inquire here
as to his whereabouts."
0,16,33,0,16,34,And describe him.
0,16,36,0,16,38,That is a delicate matter.
0,16,39,0,16,40,"You see, the man we seek"
0,16,40,0,16,42,is the young Prince Aegon.
0,16,43,0,16,46,"I may trust, I hope,
in the discretion of your trade."
0,16,47,0,16,49,The Prince is not here.
0,16,50,0,16,54,"Has he been here?
Earlier, perhaps?"
0,16,54,0,16,58,"- Quite a bit earlier. Years ago, in fact.
- But more recently?"
0,17,0,0,17,3,"He does not frequent
the Street of Silk."
0,17,3,0,17,6,His tastes are known to be...
0,17,6,0,17,9,less discriminating.
0,17,10,0,17,11,Meaning what?
0,17,12,0,17,17,"I wish you luck, good Ser.
And my best to your friend."
0,17,23,0,17,25,How you've grown.
0,17,29,0,17,32,Hm.
0,17,33,0,17,35,Viserys amended his wishes.
0,17,35,0,17,37,It's as simple as that.
0,17,39,0,17,42,"You once swore
your banners to Rhaenyra."
0,17,42,0,17,44,You must now
0,17,44,0,17,46,pledge them to the future king.
0,17,53,0,17,58,"I must confer first
with my house on this matter."
0,17,59,0,18,2,"You'll not leave this room
without declaring your intention."
