start_hours,start_minutes,start_seconds,end_hours,end_minutes,end_seconds,text
0,0,0,0,0,4,WWW.MY-SUBS.CO
0,0,7,0,0,10,(epic theme playing)
0,0,10,0,0,12,♪ ♪
0,1,30,0,1,41,"<font color=""#ec14bd"">Sync & corrections by honeybunny
www.MY-SUBS.com</font>"
0,1,44,0,1,46,(waves crashing)
0,1,52,0,1,54,(somber music playing)
0,2,12,0,2,15,_
0,2,15,0,2,19,_
0,2,19,0,2,25,_
0,2,25,0,2,30,_
0,2,32,0,2,35,_
0,2,35,0,2,43,_
0,2,43,0,2,50,_
0,2,50,0,3,2,_
0,3,2,0,3,11,_
0,3,13,0,3,18,_
0,3,19,0,3,20,{n8}(Daemon chuckling)
0,3,23,0,3,27,♪ ♪
0,3,30,0,3,33,{n8}_
0,3,34,0,3,38,_
0,3,39,0,3,43,_
0,3,44,0,3,48,_
0,3,49,0,3,52,_
0,3,52,0,3,56,_
0,4,0,0,4,2,♪ ♪
0,4,28,0,4,29,♪ ♪
0,4,36,0,4,38,(indistinct chatter)
0,4,56,0,4,59,Have you seen your father?
0,5,0,0,5,3,"Your little cousins
have lost their mother."
0,5,3,0,5,5,They could use a kind word.
0,5,5,0,5,6,I have an equal claim to sympathy.
0,5,6,0,5,8,"- Jace.
- We should be at Harrenhal,"
0,5,8,0,5,10,mourning Lord Lyonel and Ser Harwin.
0,5,12,0,5,14,It would not be appropriate.
0,5,14,0,5,18,"The Velaryons are our kin
and the Strongs are not."
0,5,19,0,5,21,Look at me.
0,5,21,0,5,23,Do you understand?
0,5,30,0,5,31,(indistinct chatter)
0,5,51,0,5,53,Princess Helaena: <i>Hand turns loom;</i>
0,5,53,0,5,55,"spool of green, spool of black;"
0,5,55,0,5,57,dragons of flesh
0,5,57,0,6,0,weaving dragons of thread.
0,6,0,0,6,3,Hand turns loom; spool of green...
0,6,4,0,6,6,"- We have nothing in common.
- She's our sister."
0,6,6,0,6,9,"- You marry her, then.
- I would perform my duty,"
0,6,10,0,6,12,"- if mother had only betrothed us.
- (scoffs) If only."
0,6,12,0,6,14,It would strengthen the family.
0,6,14,0,6,15,Keep our Valyrian blood pure.
0,6,15,0,6,19,"- She's an idiot.
- She's your future queen."
0,6,21,0,6,23,We actually do have
0,6,24,0,6,25,one thing in common.
0,6,26,0,6,29,"We both fancy creatures
with very long legs."
0,6,31,0,6,33,(claps hands) Wench!
0,6,33,0,6,36,"- Another!
- Aegon."
0,6,36,0,6,39,"...dragon's flesh,
weaving dragons of thread."
0,6,43,0,6,44,♪ ♪
0,6,48,0,6,50,Lyonel Strong's son's been staring at you
0,6,50,0,6,52,"since the moment we arrived, Your Grace."
0,6,56,0,6,58,Unabashedly.
0,6,59,0,7,2,"It is only a look of pride, Ser Criston."
0,7,3,0,7,4,Larys is the new Lord of Harrenhal.
0,7,12,0,7,15,♪ ♪
0,7,39,0,7,42,"Corlys Velaryon:
Both my seat and High Tide"
0,7,42,0,7,44,"will be yours one day, Lucerys."
0,7,45,0,7,48,"Your brother will be king, of course."
0,7,48,0,7,51,"He'll sit on endless
councils and ceremonies,"
0,7,51,0,7,54,but Lord of the Tides rules the sea.
0,7,54,0,7,56,Lucerys: Sorry.
0,7,56,0,7,57,I don't want it.
0,8,1,0,8,3,"It's your birthright, lad."
0,8,7,0,8,10,"If I'm the Lord of Driftmark,
it means everyone's dead."
0,8,13,0,8,16,♪ ♪
0,8,18,0,8,21,"- I'm very sorry.
- Thank you. Thank you."
0,8,43,0,8,46,Rhaena: (crying) Grandma...
0,8,50,0,8,51,I don't want Mother to be gone.
0,8,58,0,9,2,♪ ♪
0,9,18,0,9,21,(indistinct chatter)
0,9,22,0,9,25,(somber music)
0,9,30,0,9,32,{n8}(dragon screeches)
0,9,42,0,9,44,♪ ♪
0,10,6,0,10,8,Retrieve your patron.
0,10,11,0,10,12,Brother.
0,10,13,0,10,16,(tense music playing)
0,10,28,0,10,30,♪ ♪
0,10,34,0,10,35,(sighs)
0,10,38,0,10,40,♪ ♪
0,10,40,0,10,42,(indistinct chatter)
0,10,54,0,10,56,"Your girls are the very
image of their mother."
0,10,58,0,11,0,"A comfort and an anguish,"
